season,date,home_team,away_team,home_score,away_score,result_code,source,odds_home_pinnacle,odds_draw_pinnacle,odds_away_pinnacle,odds_home_max,odds_draw_max,odds_away_max,odds_home_avg,odds_draw_avg,odds_away_avg,imp_home_pinnacle,imp_draw_pinnacle,imp_away_pinnacle,overround_pinnacle,imp_home_max,imp_draw_max,imp_away_max,overround_max,imp_home_avg,imp_draw_avg,imp_away_avg,overround_avg
2016/2017,2016-07-23,Chiapas,Pachuca,0,2,-1,football-data,3.29,3.7,2.22,3.3,3.83,2.27,3.13,3.45,2.15,0.303951367781155,0.27027027027027023,0.4504504504504504,0.024672088501875633,0.30303030303030304,0.2610966057441253,0.44052863436123346,0.004655543135661855,0.3194888178913738,0.2898550724637681,0.46511627906976744,0.0744601694249094
2016/2017,2016-07-23,Cruz Azul,Pumas UNAM,0,0,0,football-data,2.02,3.7,3.84,2.05,3.7,4.06,1.95,3.44,3.72,0.49504950495049505,0.27027027027027023,0.2604166666666667,0.02573644188743196,0.48780487804878053,0.27027027027027023,0.24630541871921185,0.004380567038262617,0.5128205128205129,0.29069767441860467,0.26881720430107525,0.07233539154019275
2016/2017,2016-07-23,Veracruz,Santos Laguna,2,0,1,football-data,2.89,3.47,2.56,3.02,3.56,2.67,2.81,3.21,2.45,0.3460207612456747,0.2881844380403458,0.390625,0.024830199286020482,0.33112582781456956,0.2808988764044944,0.37453183520599254,-0.0134434605749435,0.35587188612099646,0.3115264797507788,0.4081632653061224,0.07556163117789771
2016/2017,2016-07-24,America,Toluca,3,1,1,football-data,1.59,4.27,6.19,1.62,4.36,6.19,1.57,3.97,5.48,0.6289308176100629,0.234192037470726,0.16155088852988692,0.02467374361067587,0.6172839506172839,0.2293577981651376,0.16155088852988692,0.00819263731230846,0.6369426751592356,0.2518891687657431,0.18248175182481752,0.07131359574979612
2016/2017,2016-07-24,Guadalajara,Monterrey,1,0,1,football-data,2.3,3.51,3.26,2.3,3.52,3.52,2.23,3.27,3.14,0.4347826086956522,0.2849002849002849,0.3067484662576687,0.026431359853605896,0.4347826086956522,0.2840909090909091,0.2840909090909091,0.0029644268774704496,0.4484304932735426,0.3058103975535168,0.3184713375796178,0.07271222840667724
2016/2017,2016-07-24,Leon,Necaxa,0,0,0,football-data,1.85,3.85,4.42,1.88,4.0,5.5,1.75,3.68,4.32,0.5405405405405405,0.2597402597402597,0.22624434389140272,0.026525144172202975,0.5319148936170213,0.25,0.18181818181818182,-0.036266924564796854,0.5714285714285714,0.2717391304347826,0.23148148148148145,0.0746491833448355
2016/2017,2016-07-24,Morelia,Queretaro,2,2,0,football-data,2.67,3.32,2.85,2.67,3.4,3.0,2.5,3.21,2.77,0.37453183520599254,0.30120481927710846,0.3508771929824561,0.02661384746555706,0.37453183520599254,0.29411764705882354,0.3333333333333333,0.00198281559814939,0.4,0.3115264797507788,0.36101083032490977,0.07253731007568853
2016/2017,2016-07-24,Tigres UANL,Atlas,0,0,0,football-data,1.6,4.1,6.34,1.6,4.15,6.94,1.55,3.83,6.01,0.625,0.24390243902439027,0.15772870662460567,0.026631145648995824,0.625,0.24096385542168672,0.1440922190201729,0.01005607444185963,0.6451612903225806,0.2610966057441253,0.1663893510815308,0.07264724714823667
2016/2017,2016-07-25,Puebla,Tijuana,3,2,1,football-data,2.45,3.4,3.1,2.45,3.4,3.24,2.36,3.17,2.99,0.4081632653061224,0.29411764705882354,0.3225806451612903,0.02486155752623631,0.4081632653061224,0.29411764705882354,0.30864197530864196,0.010922887673587844,0.42372881355932207,0.31545741324921134,0.33444816053511706,0.07363438734365046
2016/2017,2016-07-30,Queretaro,Puebla,2,1,1,football-data,2.0,3.54,4.14,2.02,3.54,4.15,1.94,3.33,3.82,0.5,0.2824858757062147,0.24154589371980678,0.024031769426021476,0.49504950495049505,0.2824858757062147,0.24096385542168672,0.01849923607839643,0.5154639175257733,0.3003003003003003,0.2617801047120419,0.07754432253811538
2016/2017,2016-07-30,Tijuana,Guadalajara,4,0,1,football-data,2.32,3.33,3.4,2.34,3.4,3.42,2.23,3.2,3.18,0.4310344827586207,0.3003003003003003,0.29411764705882354,0.025452430117744562,0.4273504273504274,0.29411764705882354,0.29239766081871343,0.013865735227964304,0.4484304932735426,0.3125,0.31446540880503143,0.07539590207857394
2016/2017,2016-07-31,America,Tigres UANL,0,3,-1,football-data,2.26,3.42,3.45,2.26,3.5,3.6,2.14,3.27,3.28,0.4424778761061947,0.29239766081871343,0.2898550724637681,0.024730609388676328,0.4424778761061947,0.2857142857142857,0.2777777777777778,0.0059699395982582,0.4672897196261682,0.3058103975535168,0.3048780487804878,0.07797816596017282
2016/2017,2016-07-31,Atlas,Veracruz,1,0,1,football-data,2.0,3.49,4.16,2.07,3.57,4.36,1.97,3.3,3.79,0.5,0.28653295128939826,0.24038461538461536,0.02691756667401357,0.48309178743961356,0.2801120448179272,0.2293577981651376,-0.007438369577321691,0.5076142131979695,0.30303030303030304,0.2638522427440633,0.07449675897233576
2016/2017,2016-07-31,Chiapas,Toluca,1,0,1,football-data,2.5,3.44,2.99,2.6,3.48,2.99,2.46,3.25,2.79,0.4,0.29069767441860467,0.33444816053511706,0.02514583495372169,0.3846153846153846,0.28735632183908044,0.33444816053511706,0.006419866989582079,0.4065040650406504,0.3076923076923077,0.35842293906810035,0.07261931180105852
2016/2017,2016-07-31,Monterrey,Cruz Azul,1,1,0,football-data,2.23,3.47,3.46,2.24,3.6,3.95,2.08,3.31,3.45,0.4484304932735426,0.2881844380403458,0.28901734104046245,0.02563227235435095,0.4464285714285714,0.2777777777777778,0.2531645569620253,-0.02262909383162559,0.4807692307692307,0.3021148036253776,0.2898550724637681,0.07273910685837648
2016/2017,2016-07-31,Pachuca,Necaxa,1,0,1,football-data,1.96,3.51,4.34,2.01,3.56,4.4,1.92,3.33,3.93,0.5102040816326531,0.2849002849002849,0.2304147465437788,0.02551911307671695,0.49751243781094534,0.2808988764044944,0.22727272727272727,0.005684041488166924,0.5208333333333334,0.3003003003003003,0.2544529262086514,0.07558655984228513
2016/2017,2016-07-31,Pumas UNAM,Leon,1,0,1,football-data,2.56,3.62,2.79,2.61,3.62,3.07,2.46,3.33,2.73,0.390625,0.27624309392265195,0.35842293906810035,0.025291032990752305,0.3831417624521073,0.27624309392265195,0.32573289902280134,-0.014882244602439365,0.4065040650406504,0.3003003003003003,0.3663003663003663,0.07310473164131692
2016/2017,2016-08-01,Santos Laguna,Morelia,2,4,-1,football-data,1.95,3.68,4.17,1.96,3.68,4.35,1.88,3.47,3.89,0.5128205128205129,0.2717391304347826,0.23980815347721823,0.02436779673251377,0.5102040816326531,0.2717391304347826,0.2298850574712644,0.011828269538699976,0.5319148936170213,0.2881844380403458,0.2570694087403599,0.07716874039772703
2016/2017,2016-08-06,Cruz Azul,Tijuana,1,2,-1,football-data,1.68,3.84,5.91,1.83,3.84,5.91,1.71,3.55,4.83,0.5952380952380952,0.2604166666666667,0.1692047377326565,0.024859499637418292,0.5464480874316939,0.2604166666666667,0.1692047377326565,-0.02393050816898279,0.5847953216374269,0.28169014084507044,0.20703933747412007,0.07352479995661731
2016/2017,2016-08-07,Guadalajara,Queretaro,0,0,0,football-data,2.08,3.55,3.79,2.13,3.65,3.85,2.04,3.35,3.5,0.4807692307692307,0.28169014084507044,0.2638522427440633,0.026311614358364377,0.4694835680751174,0.273972602739726,0.2597402597402597,0.0031964305551031025,0.49019607843137253,0.29850746268656714,0.2857142857142857,0.07441782683222531
2016/2017,2016-08-07,Leon,Monterrey,0,3,-1,football-data,2.16,3.72,3.39,2.25,3.87,3.45,2.14,3.43,3.19,0.4629629629629629,0.26881720430107525,0.2949852507374631,0.02676541800150134,0.4444444444444444,0.25839793281653745,0.2898550724637681,-0.007302550275249953,0.4672897196261682,0.29154518950437314,0.31347962382445144,0.0723145329549928
2016/2017,2016-08-07,Morelia,Atlas,3,2,1,football-data,2.5,3.43,3.0,2.5,3.43,3.22,2.37,3.2,2.91,0.4,0.29154518950437314,0.3333333333333333,0.024878522837706418,0.4,0.29154518950437314,0.3105590062111801,0.002104195715553203,0.42194092827004215,0.3125,0.3436426116838488,0.07808353995389083
2016/2017,2016-08-07,Necaxa,Pumas UNAM,2,2,0,football-data,2.32,3.38,3.37,2.38,3.4,3.48,2.24,3.16,3.22,0.4310344827586207,0.2958579881656805,0.29673590504451036,0.02362837596881162,0.42016806722689076,0.29411764705882354,0.28735632183908044,0.0016420361247946325,0.4464285714285714,0.3164556962025316,0.3105590062111801,0.073443273842283
2016/2017,2016-08-07,Tigres UANL,Chiapas,1,0,1,football-data,1.4,4.93,9.29,1.44,4.95,9.71,1.38,4.51,7.98,0.7142857142857143,0.20283975659229211,0.10764262648008613,0.0247680973580926,0.6944444444444444,0.20202020202020202,0.10298661174047373,-0.0005487417948798479,0.7246376811594204,0.22172949002217296,0.12531328320802004,0.07168045438961324
2016/2017,2016-08-07,Toluca,Pachuca,2,0,1,football-data,2.6,3.36,2.92,2.74,3.42,2.94,2.51,3.2,2.76,0.3846153846153846,0.2976190476190476,0.3424657534246575,0.024700185659089824,0.36496350364963503,0.29239766081871343,0.3401360544217687,-0.002502781109882779,0.39840637450199207,0.3125,0.3623188405797102,0.07322521508170232
2016/2017,2016-08-07,Veracruz,America,2,4,-1,football-data,3.68,3.53,2.13,4.16,3.55,2.1,3.65,3.35,2.01,0.2717391304347826,0.28328611898017,0.4694835680751174,0.024508817490069834,0.24038461538461536,0.28169014084507044,0.47619047619047616,-0.0017347675798380369,0.273972602739726,0.29850746268656714,0.49751243781094534,0.0699925032372386
2016/2017,2016-08-08,Puebla,Santos Laguna,0,0,0,football-data,2.28,3.58,3.25,2.46,3.58,3.3,2.23,3.32,3.08,0.4385964912280702,0.27932960893854747,0.3076923076923077,0.02561840785892544,0.4065040650406504,0.27932960893854747,0.30303030303030304,-0.011136022990499095,0.4484304932735426,0.30120481927710846,0.3246753246753247,0.07431063722597564
2016/2017,2016-08-13,Queretaro,Cruz Azul,0,0,0,football-data,2.74,3.4,2.74,2.78,3.4,2.82,2.65,3.17,2.62,0.36496350364963503,0.29411764705882354,0.36496350364963503,0.024044654358093664,0.3597122302158274,0.29411764705882354,0.3546099290780142,0.008439806352665169,0.37735849056603776,0.31545741324921134,0.38167938931297707,0.07449529312822611
2016/2017,2016-08-13,Tijuana,Leon,2,0,1,football-data,1.8,3.93,4.66,1.86,4.1,4.75,1.77,3.69,4.2,0.5555555555555556,0.2544529262086514,0.2145922746781116,0.024600756442318517,0.5376344086021505,0.24390243902439027,0.21052631578947367,-0.007936836583985585,0.5649717514124294,0.2710027100271003,0.23809523809523808,0.07406969953476783
2016/2017,2016-08-14,America,Morelia,1,1,0,football-data,1.48,4.87,6.95,1.55,4.87,8.0,1.45,4.35,6.3,0.6756756756756757,0.2053388090349076,0.14388489208633093,0.02489937679691412,0.6451612903225806,0.2053388090349076,0.125,-0.02449990064251173,0.6896551724137931,0.2298850574712644,0.15873015873015872,0.07827038861521629
2016/2017,2016-08-14,Atlas,Puebla,3,2,1,football-data,2.15,3.44,3.71,2.15,3.44,3.95,2.06,3.25,3.53,0.46511627906976744,0.29069767441860467,0.2695417789757412,0.02535573246411338,0.46511627906976744,0.29069767441860467,0.2531645569620253,0.008978510450397437,0.4854368932038835,0.3076923076923077,0.28328611898017,0.0764153198763613
2016/2017,2016-08-14,Chiapas,Veracruz,1,1,0,football-data,2.19,3.51,3.53,2.28,3.51,3.65,2.14,3.29,3.28,0.4566210045662101,0.2849002849002849,0.28328611898017,0.024807408446664958,0.4385964912280702,0.2849002849002849,0.273972602739726,-0.002530621131918931,0.4672897196261682,0.303951367781155,0.3048780487804878,0.07611913618781108
2016/2017,2016-08-14,Monterrey,Necaxa,2,1,1,football-data,1.68,4.01,5.47,1.75,4.01,5.8,1.66,3.75,4.87,0.5952380952380952,0.24937655860349128,0.18281535648994515,0.027430010331531696,0.5714285714285714,0.24937655860349128,0.1724137931034483,-0.006781076864489033,0.6024096385542169,0.26666666666666666,0.2053388090349076,0.07441511425579117
2016/2017,2016-08-14,Pachuca,Pumas UNAM,3,0,1,football-data,2.04,3.54,3.97,2.32,3.54,3.97,2.06,3.29,3.54,0.49019607843137253,0.2824858757062147,0.2518891687657431,0.0245711229033303,0.4310344827586207,0.2824858757062147,0.2518891687657431,-0.03459047276942151,0.4854368932038835,0.303951367781155,0.2824858757062147,0.0718741366912532
2016/2017,2016-08-14,Toluca,Tigres UANL,0,0,0,football-data,3.14,3.42,2.41,3.36,3.42,2.5,3.03,3.2,2.31,0.3184713375796178,0.29239766081871343,0.41493775933609955,0.025806757734430974,0.2976190476190476,0.29239766081871343,0.4,-0.009983291562238983,0.33003300330033003,0.3125,0.4329004329004329,0.07543343620076293
2016/2017,2016-08-15,Santos Laguna,Guadalajara,0,1,-1,football-data,2.58,3.3,2.99,2.59,3.32,3.02,2.46,3.16,2.84,0.38759689922480617,0.30303030303030304,0.33444816053511706,0.025075362790226263,0.3861003861003861,0.30120481927710846,0.33112582781456956,0.018431033192064294,0.4065040650406504,0.3164556962025316,0.35211267605633806,0.07507243729951996
2016/2017,2016-08-20,Cruz Azul,Santos Laguna,3,1,1,football-data,1.65,4.04,5.9,1.75,4.04,5.9,1.66,3.66,5.12,0.6060606060606061,0.24752475247524752,0.1694915254237288,0.023076883959582517,0.5714285714285714,0.24752475247524752,0.1694915254237288,-0.011555150672452275,0.6024096385542169,0.27322404371584696,0.1953125,0.07094618227006388
2016/2017,2016-08-20,Veracruz,Toluca,2,2,0,football-data,2.89,3.39,2.61,2.98,3.39,2.65,2.77,3.18,2.5,0.3460207612456747,0.2949852507374631,0.3831417624521073,0.024147774435244962,0.33557046979865773,0.2949852507374631,0.37735849056603776,0.00791421110215862,0.36101083032490977,0.31446540880503143,0.4,0.07547623912994128
2016/2017,2016-08-21,Guadalajara,Atlas,2,2,0,football-data,2.09,3.38,3.98,2.11,3.44,4.5,2.0,3.23,3.75,0.47846889952153115,0.2958579881656805,0.25125628140703515,0.025583169094246738,0.47393364928909953,0.29069767441860467,0.2222222222222222,-0.013146454070073532,0.5,0.30959752321981426,0.26666666666666666,0.07626418988648087
2016/2017,2016-08-21,Leon,Queretaro,2,1,1,football-data,2.15,3.67,3.47,2.24,3.67,3.6,2.12,3.39,3.27,0.46511627906976744,0.2724795640326976,0.2881844380403458,0.025780281142810724,0.4464285714285714,0.2724795640326976,0.2777777777777778,-0.0033140867609532387,0.4716981132075471,0.2949852507374631,0.3058103975535168,0.07249376149852704
2016/2017,2016-08-21,Morelia,Chiapas,3,2,1,football-data,1.78,3.93,4.76,1.85,3.93,5.0,1.76,3.62,4.37,0.5617977528089888,0.2544529262086514,0.21008403361344538,0.026334712631085555,0.5405405405405405,0.2544529262086514,0.2,-0.005006533250808243,0.5681818181818182,0.27624309392265195,0.22883295194508008,0.07325786404955026
2016/2017,2016-08-21,Necaxa,Tijuana,1,1,0,football-data,2.14,3.43,3.74,2.3,3.5,3.87,2.11,3.29,3.38,0.4672897196261682,0.29154518950437314,0.267379679144385,0.026214588274926287,0.4347826086956522,0.2857142857142857,0.25839793281653745,-0.02110517277352464,0.47393364928909953,0.303951367781155,0.2958579881656805,0.07374300523593491
2016/2017,2016-08-21,Pumas UNAM,Monterrey,5,3,1,football-data,2.78,3.51,2.63,2.79,3.58,2.7,2.66,3.28,2.55,0.3597122302158274,0.2849002849002849,0.3802281368821293,0.024840651998241592,0.35842293906810035,0.27932960893854747,0.37037037037037035,0.008122918377018173,0.37593984962406013,0.3048780487804878,0.3921568627450981,0.07297476114964585
2016/2017,2016-08-21,Tigres UANL,Pachuca,4,2,1,football-data,1.93,3.52,4.51,1.95,3.64,4.66,1.86,3.4,4.14,0.5181347150259068,0.2840909090909091,0.22172949002217296,0.023955114138988876,0.5128205128205129,0.2747252747252747,0.2145922746781116,0.0021380622238993396,0.5376344086021505,0.29411764705882354,0.24154589371980678,0.07329794938078082
2016/2017,2016-08-22,Puebla,America,2,2,0,football-data,3.72,3.69,2.06,3.98,3.69,2.18,3.5,3.44,2.01,0.26881720430107525,0.2710027100271003,0.4854368932038835,0.025256807532059167,0.25125628140703515,0.2710027100271003,0.4587155963302752,-0.01902541223558929,0.2857142857142857,0.29069767441860467,0.49751243781094534,0.07392439794383554
2016/2017,2016-08-27,Queretaro,Necaxa,1,2,-1,football-data,2.32,3.4,3.33,2.38,3.4,3.35,2.26,3.19,3.16,0.4310344827586207,0.29411764705882354,0.3003003003003003,0.025452430117744562,0.42016806722689076,0.29411764705882354,0.29850746268656714,0.01279317697228155,0.4424778761061947,0.31347962382445144,0.3164556962025316,0.07241319613317776
2016/2017,2016-08-27,Tijuana,Pumas UNAM,1,0,1,football-data,2.07,3.72,3.66,2.08,3.98,3.96,1.97,3.54,3.49,0.48309178743961356,0.26881720430107525,0.27322404371584696,0.02513303545653578,0.4807692307692307,0.25125628140703515,0.25252525252525254,-0.015449235298481634,0.5076142131979695,0.2824858757062147,0.28653295128939826,0.07663304019358241
2016/2017,2016-08-28,America,Guadalajara,0,3,-1,football-data,1.73,3.97,5.11,1.8,3.97,5.4,1.7,3.61,4.8,0.5780346820809249,0.2518891687657431,0.19569471624266144,0.025618567089329414,0.5555555555555556,0.2518891687657431,0.18518518518518517,-0.007370090493516113,0.5882352941176471,0.2770083102493075,0.20833333333333334,0.07357693770028795
2016/2017,2016-08-28,Atlas,Cruz Azul,1,1,0,football-data,2.52,3.35,3.03,2.8,3.35,3.03,2.56,3.13,2.75,0.3968253968253968,0.29850746268656714,0.33003300330033003,0.025365862812293916,0.35714285714285715,0.29850746268656714,0.33003300330033003,-0.014316676870245626,0.390625,0.3194888178913738,0.36363636363636365,0.07375018152773727
2016/2017,2016-08-28,Chiapas,Puebla,0,3,-1,football-data,2.17,3.5,3.59,2.4,3.6,3.59,2.14,3.32,3.26,0.4608294930875576,0.2857142857142857,0.2785515320334262,0.02509531083526939,0.4166666666666667,0.2777777777777778,0.2785515320334262,-0.027004023522129383,0.4672897196261682,0.30120481927710846,0.3067484662576687,0.0752430051609454
2016/2017,2016-08-28,Pachuca,Monterrey,1,1,0,football-data,1.99,3.86,3.78,2.15,3.87,3.8,2.02,3.55,3.37,0.5025125628140703,0.2590673575129534,0.2645502645502646,0.026130184877288354,0.46511627906976744,0.25839793281653745,0.2631578947368421,-0.013327893376853028,0.49504950495049505,0.28169014084507044,0.29673590504451036,0.07347555084007595
2016/2017,2016-08-28,Tigres UANL,Veracruz,1,1,0,football-data,1.33,5.29,11.63,1.38,5.29,11.63,1.33,4.74,9.01,0.7518796992481203,0.1890359168241966,0.08598452278589853,0.026900138858215517,0.7246376811594204,0.1890359168241966,0.08598452278589853,-0.00034187923048445423,0.7518796992481203,0.21097046413502107,0.11098779134295228,0.07383795472609367
2016/2017,2016-08-28,Toluca,Morelia,2,2,0,football-data,2.07,3.57,3.82,2.14,3.67,3.9,2.03,3.41,3.48,0.48309178743961356,0.2801120448179272,0.2617801047120419,0.024983936969582565,0.4672897196261682,0.2724795640326976,0.25641025641025644,-0.003820459930877762,0.4926108374384237,0.29325513196480935,0.28735632183908044,0.0732222912423135
2016/2017,2016-08-29,Santos Laguna,Leon,1,0,1,football-data,2.39,3.59,3.05,2.48,3.59,3.2,2.33,3.33,2.9,0.41841004184100417,0.2785515320334262,0.3278688524590164,0.024830426333446898,0.40322580645161293,0.2785515320334262,0.3125,-0.005722661514960814,0.4291845493562232,0.3003003003003003,0.3448275862068966,0.07431243586341996
2016/2017,2016-09-10,Cruz Azul,America,3,4,-1,football-data,2.6,3.26,2.99,2.63,3.33,2.99,2.5,3.19,2.76,0.3846153846153846,0.3067484662576687,0.33444816053511706,0.025812011408170354,0.3802281368821293,0.3003003003003003,0.33444816053511706,0.014976597717546669,0.4,0.31347962382445144,0.3623188405797102,0.0757984644041616
2016/2017,2016-09-10,Veracruz,Pachuca,1,0,1,football-data,3.25,3.55,2.3,3.27,3.64,2.32,3.11,3.32,2.21,0.3076923076923077,0.28169014084507044,0.4347826086956522,0.024165057233030307,0.3058103975535168,0.2747252747252747,0.4310344827586207,0.011570155037412322,0.3215434083601286,0.30120481927710846,0.45248868778280543,0.07523691542004252
2016/2017,2016-09-11,Guadalajara,Chiapas,2,0,1,football-data,1.64,4.08,5.86,1.65,4.1,6.5,1.61,3.82,5.32,0.6097560975609756,0.24509803921568626,0.1706484641638225,0.0255026009404844,0.6060606060606061,0.24390243902439027,0.15384615384615385,0.0038091989311501706,0.6211180124223602,0.2617801047120419,0.18796992481203006,0.07086804194643226
2016/2017,2016-09-11,Leon,Atlas,4,1,1,football-data,2.0,3.67,3.94,2.01,3.84,4.65,1.88,3.51,3.91,0.5,0.2724795640326976,0.25380710659898476,0.02628667063168244,0.49751243781094534,0.2604166666666667,0.2150537634408602,-0.027017132081527784,0.5319148936170213,0.2849002849002849,0.2557544757033248,0.07256965422063089
2016/2017,2016-09-11,Monterrey,Tijuana,0,0,0,football-data,1.82,3.98,4.45,1.88,4.05,5.0,1.77,3.69,4.22,0.5494505494505494,0.25125628140703515,0.2247191011235955,0.02542593198118004,0.5319148936170213,0.2469135802469136,0.2,-0.02117152613606521,0.5649717514124294,0.2710027100271003,0.23696682464454977,0.07294128608407946
2016/2017,2016-09-11,Morelia,Tigres UANL,0,2,-1,football-data,3.38,3.46,2.27,3.42,3.48,2.3,3.15,3.25,2.23,0.2958579881656805,0.28901734104046245,0.44052863436123346,0.025403963567376397,0.29239766081871343,0.28735632183908044,0.4347826086956522,0.014536591353446093,0.31746031746031744,0.3076923076923077,0.4484304932735426,0.07358311842616772
2016/2017,2016-09-11,Necaxa,Santos Laguna,2,1,1,football-data,2.45,3.34,3.15,2.45,3.38,3.67,2.26,3.19,3.16,0.4081632653061224,0.29940119760479045,0.31746031746031744,0.025024780371230237,0.4081632653061224,0.2958579881656805,0.2724795640326976,-0.023499182495499538,0.4424778761061947,0.31347962382445144,0.3164556962025316,0.07241319613317776
2016/2017,2016-09-11,Pumas UNAM,Queretaro,4,1,1,football-data,2.11,3.54,3.71,2.14,3.55,3.81,2.04,3.38,3.48,0.47393364928909953,0.2824858757062147,0.2695417789757412,0.02596130397105556,0.4672897196261682,0.28169014084507044,0.26246719160104987,0.011447052072288466,0.49019607843137253,0.2958579881656805,0.28735632183908044,0.07341038843613346
2016/2017,2016-09-12,Puebla,Toluca,0,2,-1,football-data,2.58,3.51,2.83,2.59,3.52,2.94,2.49,3.27,2.72,0.38759689922480617,0.2849002849002849,0.35335689045936397,0.0258540745844551,0.3861003861003861,0.2840909090909091,0.3401360544217687,0.010327349613063808,0.4016064257028112,0.3058103975535168,0.3676470588235294,0.07506388207985748
2016/2017,2016-09-17,Queretaro,Monterrey,1,0,1,football-data,2.81,3.45,2.64,2.81,3.49,2.7,2.67,3.27,2.53,0.35587188612099646,0.2898550724637681,0.3787878787878788,0.024514837372643372,0.35587188612099646,0.28653295128939826,0.37037037037037035,0.012775207780765019,0.37453183520599254,0.3058103975535168,0.3952569169960475,0.07559914975555682
2016/2017,2016-09-17,Toluca,Guadalajara,2,1,1,football-data,,,,2.5,3.32,3.1,2.39,3.14,2.9,,,,,0.4,0.30120481927710846,0.3225806451612903,0.023785464438398796,0.41841004184100417,0.3184713375796178,0.3448275862068966,0.0817089656275185
2016/2017,2016-09-17,Veracruz,Morelia,1,3,-1,football-data,2.39,3.41,3.19,2.48,3.48,3.19,2.33,3.28,2.9,0.41841004184100417,0.29325513196480935,0.31347962382445144,0.025144797630265003,0.40322580645161293,0.28735632183908044,0.31347962382445144,0.004061752115144923,0.4291845493562232,0.3048780487804878,0.3448275862068966,0.07889018434360762
2016/2017,2016-09-18,America,Leon,0,2,-1,football-data,1.81,4.07,4.44,1.85,4.07,4.84,1.76,3.74,4.18,0.5524861878453039,0.24570024570024568,0.2252252252252252,0.023411658770774668,0.5405405405405405,0.24570024570024568,0.2066115702479339,-0.007147643511280055,0.5681818181818182,0.267379679144385,0.23923444976076558,0.0747959470869688
2016/2017,2016-09-18,Atlas,Necaxa,0,0,0,football-data,2.42,3.29,3.24,2.5,3.29,3.46,2.3,3.07,3.17,0.4132231404958678,0.303951367781155,0.30864197530864196,0.025816483585664685,0.4,0.303951367781155,0.28901734104046245,-0.007031291178382526,0.4347826086956522,0.32573289902280134,0.31545741324921134,0.07597292096766495
2016/2017,2016-09-18,Chiapas,Cruz Azul,0,3,-1,football-data,3.38,3.37,2.31,3.42,3.38,2.4,3.14,3.22,2.23,0.2958579881656805,0.29673590504451036,0.4329004329004329,0.025494326110623744,0.29239766081871343,0.2958579881656805,0.4166666666666667,0.004922315651060716,0.3184713375796178,0.3105590062111801,0.4484304932735426,0.07746083706434059
2016/2017,2016-09-18,Pachuca,Tijuana,2,2,0,football-data,1.6,4.24,6.16,1.85,4.24,6.16,1.66,3.72,5.04,0.625,0.23584905660377356,0.16233766233766234,0.02318671894143587,0.5405405405405405,0.23584905660377356,0.16233766233766234,-0.06127274051802367,0.6024096385542169,0.26881720430107525,0.1984126984126984,0.06963954126799066
2016/2017,2016-09-18,Tigres UANL,Puebla,2,1,1,football-data,1.41,4.75,9.37,1.44,4.75,9.37,1.39,4.38,7.82,0.7092198581560284,0.21052631578947367,0.10672358591248667,0.026469759857988828,0.6944444444444444,0.21052631578947367,0.10672358591248667,0.011694346146404744,0.7194244604316548,0.22831050228310504,0.1278772378516624,0.07561220056642215
2016/2017,2016-09-19,Santos Laguna,Pumas UNAM,3,1,1,football-data,2.21,3.58,3.42,2.23,3.62,3.74,2.11,3.38,3.27,0.45248868778280543,0.27932960893854747,0.29239766081871343,0.024215957540066224,0.4484304932735426,0.27624309392265195,0.267379679144385,-0.007946733659420446,0.47393364928909953,0.2958579881656805,0.3058103975535168,0.07560203500829665
2016/2017,2016-09-21,Cruz Azul,Toluca,0,1,-1,football-data,2.01,3.62,4.01,2.05,3.67,4.3,1.94,3.34,3.83,0.49751243781094534,0.27624309392265195,0.24937655860349128,0.02313209033708863,0.48780487804878053,0.2724795640326976,0.23255813953488372,-0.007157418383638259,0.5154639175257733,0.29940119760479045,0.2610966057441253,0.075961720874689
2016/2017,2016-09-21,Guadalajara,Tigres UANL,0,1,-1,football-data,2.78,3.21,2.83,2.94,3.3,2.87,2.72,3.02,2.65,0.3597122302158274,0.3115264797507788,0.35335689045936397,0.0245956004259702,0.3401360544217687,0.30303030303030304,0.3484320557491289,-0.008401586798799432,0.3676470588235294,0.33112582781456956,0.37735849056603776,0.07613137720413654
2016/2017,2016-09-21,Morelia,Pachuca,1,5,-1,football-data,2.88,3.73,2.44,2.91,3.73,2.58,2.78,3.39,2.38,0.3472222222222222,0.2680965147453083,0.4098360655737705,0.02515480254130109,0.3436426116838488,0.2680965147453083,0.38759689922480617,-0.0006639743460365999,0.3597122302158274,0.2949852507374631,0.42016806722689076,0.07486554818018121
2016/2017,2016-09-21,Necaxa,America,1,1,0,football-data,2.89,3.46,2.56,3.0,3.5,2.68,2.77,3.24,2.46,0.3460207612456747,0.28901734104046245,0.390625,0.025663102286137107,0.3333333333333333,0.2857142857142857,0.3731343283582089,-0.00781805259417201,0.36101083032490977,0.30864197530864196,0.4065040650406504,0.07615687067420218
2016/2017,2016-09-21,Puebla,Veracruz,3,2,1,football-data,2.07,3.58,3.8,2.15,3.58,3.8,2.04,3.3,3.53,0.48309178743961356,0.27932960893854747,0.2631578947368421,0.02557929111500301,0.46511627906976744,0.27932960893854747,0.2631578947368421,0.0076037827451569395,0.49019607843137253,0.30303030303030304,0.28328611898017,0.07651250044184543
