season,date,home_team,away_team,home_score,away_score,result_code,source,odds_home_pinnacle,odds_draw_pinnacle,odds_away_pinnacle,odds_home_max,odds_draw_max,odds_away_max,odds_home_avg,odds_draw_avg,odds_away_avg,imp_home_pinnacle,imp_draw_pinnacle,imp_away_pinnacle,overround_pinnacle,imp_home_max,imp_draw_max,imp_away_max,overround_max,imp_home_avg,imp_draw_avg,imp_away_avg,overround_avg
2016/2017,2016-09-22,Leon,Chiapas,0,0,0,football-data,1.47,4.82,7.21,1.5,4.9,7.21,1.45,4.43,6.33,0.6802721088435374,0.20746887966804978,0.13869625520110956,0.026437243712696734,0.6666666666666666,0.2040816326530612,0.13869625520110956,0.009444554520837478,0.6896551724137931,0.22573363431151244,0.1579778830963665,0.07336668982167205
2016/2017,2016-09-22,Monterrey,Santos Laguna,5,2,1,football-data,1.76,4.07,4.69,1.79,4.1,5.1,1.71,3.77,4.49,0.5681818181818182,0.24570024570024568,0.21321961620469082,0.02710168008675473,0.5586592178770949,0.24390243902439027,0.19607843137254904,-0.0013599117259657234,0.5847953216374269,0.26525198938992045,0.22271714922048996,0.07276446024783723
2016/2017,2016-09-22,Pumas UNAM,Atlas,2,0,1,football-data,2.01,3.59,4.0,2.08,3.6,4.25,1.94,3.37,3.82,0.49751243781094534,0.2785515320334262,0.25,0.02606396984437165,0.4807692307692307,0.2777777777777778,0.23529411764705882,-0.006158873805932608,0.5154639175257733,0.29673590504451036,0.2617801047120419,0.07397992728232539
2016/2017,2016-09-22,Tijuana,Queretaro,2,1,1,football-data,1.8,3.91,4.67,1.86,3.91,5.05,1.76,3.6,4.34,0.5555555555555556,0.2557544757033248,0.21413276231263384,0.025442793571514244,0.5376344086021505,0.2557544757033248,0.19801980198019803,-0.008591313714326754,0.5681818181818182,0.2777777777777778,0.2304147465437788,0.07637434250337494
2016/2017,2016-09-24,Chiapas,Necaxa,2,2,0,football-data,2.89,3.34,2.64,2.89,3.38,2.71,2.74,3.16,2.52,0.3460207612456747,0.29940119760479045,0.3787878787878788,0.024209837638343945,0.3460207612456747,0.2958579881656805,0.36900369003690037,0.01088243944825562,0.36496350364963503,0.3164556962025316,0.3968253968253968,0.07824459667756334
2016/2017,2016-09-24,Veracruz,Guadalajara,0,1,-1,football-data,3.12,3.27,2.51,3.15,3.37,2.51,2.91,3.13,2.42,0.3205128205128205,0.3058103975535168,0.39840637450199207,0.024729592568329295,0.31746031746031744,0.29673590504451036,0.39840637450199207,0.012602597006819982,0.3436426116838488,0.3194888178913738,0.4132231404958678,0.07635457007109037
2016/2017,2016-09-25,America,Pumas UNAM,2,1,1,football-data,1.91,3.91,4.08,1.93,4.0,4.96,1.81,3.7,4.03,0.5235602094240838,0.2557544757033248,0.24509803921568626,0.024412724343094938,0.5181347150259068,0.25,0.20161290322580647,-0.030252381748286705,0.5524861878453039,0.27027027027027023,0.24813895781637715,0.07089541593195126
2016/2017,2016-09-25,Atlas,Monterrey,3,1,1,football-data,3.47,3.49,2.22,3.47,3.49,2.38,3.18,3.26,2.21,0.2881844380403458,0.28653295128939826,0.4504504504504504,0.025167839780194434,0.2881844380403458,0.28653295128939826,0.42016806722689076,-0.005114543443365038,0.31446540880503143,0.3067484662576687,0.45248868778280543,0.07370256284550547
2016/2017,2016-09-25,Morelia,Puebla,2,3,-1,football-data,2.04,3.71,3.77,2.08,3.82,4.0,1.96,3.52,3.57,0.49019607843137253,0.2695417789757412,0.26525198938992045,0.0249898467970342,0.4807692307692307,0.2617801047120419,0.25,-0.007450664518727335,0.5102040816326531,0.2840909090909091,0.2801120448179272,0.0744070355414892
2016/2017,2016-09-25,Pachuca,Queretaro,2,0,1,football-data,1.55,4.35,6.65,1.58,4.5,6.75,1.52,4.04,5.84,0.6451612903225806,0.2298850574712644,0.15037593984962405,0.0254222876434691,0.6329113924050632,0.2222222222222222,0.14814814814814814,0.003281762775433572,0.6578947368421053,0.24752475247524752,0.17123287671232876,0.07665236602968162
2016/2017,2016-09-25,Tigres UANL,Cruz Azul,0,0,0,football-data,1.74,3.77,5.46,1.77,3.77,5.46,1.7,3.57,4.85,0.5747126436781609,0.26525198938992045,0.18315018315018314,0.02311481621826439,0.5649717514124294,0.26525198938992045,0.18315018315018314,0.013373923952533007,0.5882352941176471,0.2801120448179272,0.2061855670103093,0.07453290594588347
2016/2017,2016-09-25,Toluca,Leon,1,1,0,football-data,2.26,3.64,3.24,2.28,3.66,3.37,2.2,3.34,3.12,0.4424778761061947,0.2747252747252747,0.30864197530864196,0.025845126140111363,0.4385964912280702,0.27322404371584696,0.29673590504451036,0.008556439988427478,0.45454545454545453,0.29940119760479045,0.3205128205128205,0.0744594726630654
2016/2017,2016-09-26,Santos Laguna,Tijuana,1,2,-1,football-data,2.15,3.61,3.53,2.4,3.62,3.55,2.17,3.34,3.19,0.46511627906976744,0.2770083102493075,0.28328611898017,0.025410708299244966,0.4166666666666667,0.27624309392265195,0.28169014084507044,-0.025400098565610874,0.4608294930875576,0.29940119760479045,0.31347962382445144,0.07371031451679944
2016/2017,2016-10-01,Cruz Azul,Veracruz,5,3,1,football-data,1.52,4.26,7.56,1.56,4.26,7.56,1.51,3.94,6.38,0.6578947368421053,0.2347417840375587,0.1322751322751323,0.024911653154796376,0.641025641025641,0.2347417840375587,0.1322751322751323,0.008042557338332035,0.6622516556291391,0.25380710659898476,0.15673981191222572,0.07279857414034963
2016/2017,2016-10-01,Queretaro,Santos Laguna,1,1,0,football-data,2.44,3.45,3.07,2.46,3.48,3.12,2.31,3.27,2.97,0.4098360655737705,0.2898550724637681,0.32573289902280134,0.0254240370603398,0.4065040650406504,0.28735632183908044,0.3205128205128205,0.014373207392551324,0.4329004329004329,0.3058103975535168,0.33670033670033667,0.07541116715428631
2016/2017,2016-10-01,Tijuana,Atlas,1,0,1,football-data,1.56,4.33,6.51,1.7,4.33,6.51,1.57,3.86,5.53,0.641025641025641,0.23094688221709006,0.15360983102918588,0.025582354271916907,0.5882352941176471,0.23094688221709006,0.15360983102918588,-0.027207992636076983,0.6369426751592356,0.2590673575129534,0.18083182640144665,0.07684185907363572
2016/2017,2016-10-02,Guadalajara,Morelia,2,1,1,football-data,1.83,3.69,4.8,1.88,3.8,4.95,1.78,3.54,4.39,0.5464480874316939,0.2710027100271003,0.20833333333333334,0.025784130792127602,0.5319148936170213,0.2631578947368421,0.20202020202020202,-0.002907009625934709,0.5617977528089888,0.2824858757062147,0.22779043280182235,0.07207406131702587
2016/2017,2016-10-02,Leon,Tigres UANL,3,2,1,football-data,2.82,3.38,2.67,2.88,3.43,2.67,2.71,3.21,2.53,0.3546099290780142,0.2958579881656805,0.37453183520599254,0.024999752449687218,0.3472222222222222,0.29154518950437314,0.37453183520599254,0.013299246932587883,0.36900369003690037,0.3115264797507788,0.3952569169960475,0.07578708678372648
2016/2017,2016-10-02,Monterrey,America,1,1,0,football-data,2.06,3.82,3.59,2.1,3.88,3.62,2.01,3.58,3.36,0.4854368932038835,0.2617801047120419,0.2785515320334262,0.025768529949351526,0.47619047619047616,0.2577319587628866,0.27624309392265195,0.01016552887601474,0.49751243781094534,0.27932960893854747,0.2976190476190476,0.07446109436854043
2016/2017,2016-10-02,Necaxa,Toluca,3,1,1,football-data,2.4,3.27,3.29,2.5,3.3,3.42,2.34,3.07,3.08,0.4166666666666667,0.3058103975535168,0.303951367781155,0.026428432001338376,0.4,0.30303030303030304,0.29239766081871343,-0.0045720361509834495,0.4273504273504274,0.32573289902280134,0.3246753246753247,0.0777586510485535
2016/2017,2016-10-02,Pumas UNAM,Chiapas,1,0,1,football-data,1.55,4.49,6.38,1.65,4.65,6.6,1.52,4.11,5.83,0.6451612903225806,0.22271714922048996,0.15673981191222572,0.02461825145529617,0.6060606060606061,0.2150537634408602,0.15151515151515152,-0.027370478983382296,0.6578947368421053,0.24330900243309,0.17152658662092624,0.0727303258961216
2016/2017,2016-10-03,Puebla,Pachuca,1,1,0,football-data,4.2,3.68,1.94,4.2,3.8,2.1,3.79,3.54,1.89,0.23809523809523808,0.2717391304347826,0.5154639175257733,0.025298286055793984,0.23809523809523808,0.2631578947368421,0.47619047619047616,-0.022556390977443663,0.2638522427440633,0.2824858757062147,0.5291005291005292,0.07543864755080731
2016/2017,2016-10-15,Chiapas,Monterrey,1,4,-1,football-data,4.66,3.92,1.8,4.66,3.97,1.95,4.2,3.65,1.78,0.2145922746781116,0.25510204081632654,0.5555555555555556,0.025249871049993766,0.2145922746781116,0.2518891687657431,0.5128205128205129,-0.020698043735632443,0.23809523809523808,0.273972602739726,0.5617977528089888,0.07386559364395295
2016/2017,2016-10-15,Veracruz,Leon,2,3,-1,football-data,3.51,3.47,2.21,3.55,3.63,2.25,3.24,3.36,2.14,0.2849002849002849,0.2881844380403458,0.45248868778280543,0.02557341072343622,0.28169014084507044,0.27548209366391185,0.4444444444444444,0.0016166789534266535,0.30864197530864196,0.2976190476190476,0.4672897196261682,0.07355074255385774
2016/2017,2016-10-16,America,Tijuana,1,0,1,football-data,1.73,4.02,5.04,1.77,4.06,5.3,1.7,3.74,4.6,0.5780346820809249,0.24875621890547267,0.1984126984126984,0.025203599399096,0.5649717514124294,0.24630541871921185,0.18867924528301888,-4.3584585339928594e-05,0.5882352941176471,0.267379679144385,0.2173913043478261,0.07300627760985812
2016/2017,2016-10-16,Atlas,Queretaro,2,1,1,football-data,2.24,3.3,3.62,2.3,3.35,3.62,2.2,3.18,3.27,0.4464285714285714,0.30303030303030304,0.27624309392265195,0.025701968381526274,0.4347826086956522,0.29850746268656714,0.27624309392265195,0.00953316530487136,0.45454545454545453,0.31446540880503143,0.3058103975535168,0.07482126090400287
2016/2017,2016-10-16,Morelia,Cruz Azul,1,1,0,football-data,3.31,3.38,2.34,3.42,3.58,2.4,3.09,3.3,2.24,0.3021148036253776,0.2958579881656805,0.4273504273504274,0.02532321914148561,0.29239766081871343,0.27932960893854747,0.4166666666666667,-0.011606063576072412,0.3236245954692557,0.30303030303030304,0.4464285714285714,0.0730834699281302
2016/2017,2016-10-16,Pachuca,Santos Laguna,3,0,1,football-data,1.58,4.28,6.29,1.65,4.28,6.5,1.57,3.89,5.55,0.6329113924050632,0.2336448598130841,0.1589825119236884,0.025538764141835646,0.6060606060606061,0.2336448598130841,0.15384615384615385,-0.00644838028015593,0.6369426751592356,0.2570694087403599,0.1801801801801802,0.07419226407977564
2016/2017,2016-10-16,Tigres UANL,Necaxa,0,2,-1,football-data,1.64,3.86,6.36,1.67,3.94,6.36,1.61,3.66,5.54,0.6097560975609756,0.2590673575129534,0.15723270440251572,0.026056159476444796,0.5988023952095809,0.25380710659898476,0.15723270440251572,0.00984220621108145,0.6211180124223602,0.27322404371584696,0.18050541516245489,0.07484747130066216
2016/2017,2016-10-16,Toluca,Pumas UNAM,2,1,1,football-data,2.26,3.43,3.44,2.26,3.5,3.65,2.16,3.28,3.28,0.4424778761061947,0.29154518950437314,0.29069767441860467,0.02472074002917246,0.4424778761061947,0.2857142857142857,0.273972602739726,0.0021647645602063115,0.4629629629629629,0.3048780487804878,0.3048780487804878,0.0727190605239385
2016/2017,2016-10-17,Puebla,Guadalajara,0,2,-1,football-data,3.22,3.42,2.37,3.3,3.52,2.39,3.04,3.25,2.29,0.3105590062111801,0.29239766081871343,0.42194092827004215,0.024897595299935738,0.30303030303030304,0.2840909090909091,0.41841004184100417,0.00553125396221632,0.32894736842105265,0.3076923076923077,0.4366812227074236,0.07332089882078385
2016/2017,2016-10-22,Cruz Azul,Puebla,1,2,-1,football-data,1.6,4.21,6.15,1.66,4.21,6.15,1.59,3.88,5.38,0.625,0.23752969121140144,0.16260162601626016,0.025131317227661487,0.6024096385542169,0.23752969121140144,0.16260162601626016,0.0025409557818785178,0.6289308176100629,0.2577319587628866,0.1858736059479554,0.07253638232090487
2016/2017,2016-10-22,Tijuana,Chiapas,2,0,1,football-data,1.36,5.35,9.94,1.45,5.5,10.0,1.35,4.76,8.02,0.7352941176470588,0.1869158878504673,0.1006036217303823,0.022813627227908473,0.6896551724137931,0.18181818181818182,0.1,-0.028526645768024994,0.7407407407407407,0.21008403361344538,0.12468827930174564,0.07551305365593164
2016/2017,2016-10-23,Leon,Morelia,3,1,1,football-data,1.64,4.33,5.41,1.73,4.35,5.41,1.64,3.96,4.74,0.6097560975609756,0.23094688221709006,0.18484288354898337,0.025545863327049112,0.5780346820809249,0.2298850574712644,0.18484288354898337,-0.007237376898827308,0.6097560975609756,0.25252525252525254,0.21097046413502107,0.07325181422124905
2016/2017,2016-10-23,Monterrey,Toluca,1,1,0,football-data,1.68,4.22,5.17,1.75,4.22,5.2,1.66,3.86,4.68,0.5952380952380952,0.23696682464454977,0.19342359767891684,0.025628517561561814,0.5714285714285714,0.23696682464454977,0.1923076923076923,0.0007030883808134547,0.6024096385542169,0.2590673575129534,0.2136752136752137,0.07515220974238401
2016/2017,2016-10-23,Necaxa,Veracruz,3,2,1,football-data,1.61,4.07,6.39,1.68,4.07,6.39,1.59,3.78,5.55,0.6211180124223602,0.24570024570024568,0.1564945226917058,0.02331278081431165,0.5952380952380952,0.24570024570024568,0.1564945226917058,-0.0025671363699533156,0.6289308176100629,0.2645502645502646,0.1801801801801802,0.07366126234050752
2016/2017,2016-10-23,Pumas UNAM,Tigres UANL,1,3,-1,football-data,2.45,3.29,3.2,2.59,3.3,3.2,2.4,3.11,2.97,0.4081632653061224,0.303951367781155,0.3125,0.024614633087277404,0.3861003861003861,0.30303030303030304,0.3125,0.0016306891306892002,0.4166666666666667,0.3215434083601286,0.33670033670033667,0.07491041172713198
2016/2017,2016-10-23,Queretaro,America,1,1,0,football-data,3.52,3.48,2.2,3.6,3.55,2.23,3.29,3.32,2.13,0.2840909090909091,0.28735632183908044,0.45454545454545453,0.0259926854754442,0.2777777777777778,0.28169014084507044,0.4484304932735426,0.007898411896390733,0.303951367781155,0.30120481927710846,0.4694835680751174,0.07463975513338084
2016/2017,2016-10-24,Guadalajara,Pachuca,1,2,-1,football-data,2.37,3.49,3.16,2.42,3.49,3.23,2.31,3.23,3.01,0.42194092827004215,0.28653295128939826,0.3164556962025316,0.024929575761972078,0.4132231404958678,0.28653295128939826,0.30959752321981426,0.009353615005080362,0.4329004329004329,0.30959752321981426,0.33222591362126247,0.07472386974150957
2016/2017,2016-10-24,Santos Laguna,Atlas,2,2,0,football-data,2.23,3.42,3.53,2.23,3.5,3.7,2.1,3.31,3.37,0.4484304932735426,0.29239766081871343,0.28328611898017,0.024114273072425974,0.4484304932735426,0.2857142857142857,0.27027027027027023,0.004415049258098547,0.47619047619047616,0.3021148036253776,0.29673590504451036,0.07504118486036426
2016/2017,2016-10-29,Chiapas,Queretaro,1,2,-1,football-data,2.5,3.29,3.11,2.75,3.3,3.34,2.43,3.12,2.88,0.4,0.303951367781155,0.3215434083601286,0.025494776141283815,0.36363636363636365,0.30303030303030304,0.29940119760479045,-0.03393213572854281,0.4115226337448559,0.3205128205128205,0.3472222222222222,0.07925767647989845
2016/2017,2016-10-29,Veracruz,Pumas UNAM,1,4,-1,football-data,3.27,3.51,2.3,3.27,3.65,2.4,3.03,3.37,2.23,0.3058103975535168,0.2849002849002849,0.4347826086956522,0.025493291149453867,0.3058103975535168,0.273972602739726,0.4166666666666667,-0.0035503330400905586,0.33003300330033003,0.29673590504451036,0.4484304932735426,0.07519940161838301
2016/2017,2016-10-30,America,Santos Laguna,3,1,1,football-data,1.55,4.52,6.35,1.6,4.52,6.64,1.52,4.07,5.78,0.6451612903225806,0.22123893805309736,0.15748031496062992,0.023880543336307847,0.625,0.22123893805309736,0.15060240963855423,-0.003158652308348442,0.6578947368421053,0.24570024570024568,0.17301038062283736,0.0766053631651884
2016/2017,2016-10-30,Guadalajara,Cruz Azul,3,2,1,football-data,2.09,3.26,4.16,2.15,3.35,4.16,2.05,3.19,3.63,0.47846889952153115,0.3067484662576687,0.24038461538461536,0.02560198116381529,0.46511627906976744,0.29850746268656714,0.24038461538461536,0.004008357140949936,0.48780487804878053,0.31347962382445144,0.27548209366391185,0.07676659553714371
2016/2017,2016-10-30,Morelia,Necaxa,2,1,1,football-data,2.65,3.28,2.92,3.07,3.4,3.12,2.59,3.07,2.74,0.37735849056603776,0.3048780487804878,0.3424657534246575,0.024702292771183076,0.32573289902280134,0.29411764705882354,0.3205128205128205,-0.059636633405554695,0.3861003861003861,0.32573289902280134,0.36496350364963503,0.07679678877282248
2016/2017,2016-10-30,Pachuca,Atlas,3,2,1,football-data,1.53,4.49,6.63,1.64,4.49,7.0,1.51,4.07,6.09,0.6535947712418301,0.22271714922048996,0.15082956259426847,0.027141483056588367,0.6097560975609756,0.22271714922048996,0.14285714285714285,-0.024669610361391703,0.6622516556291391,0.24570024570024568,0.16420361247947454,0.07215551380885943
2016/2017,2016-10-30,Tigres UANL,Monterrey,1,1,0,football-data,2.01,3.56,4.04,2.48,4.16,4.04,2.02,3.33,3.54,0.49751243781094534,0.2808988764044944,0.24752475247524752,0.025936066690687376,0.40322580645161293,0.24038461538461536,0.24752475247524752,-0.10886482568852418,0.49504950495049505,0.3003003003003003,0.2824858757062147,0.07783568095700999
2016/2017,2016-10-30,Toluca,Tijuana,0,1,-1,football-data,2.17,3.49,3.6,2.45,3.49,3.72,2.16,3.27,3.28,0.4608294930875576,0.28653295128939826,0.2777777777777778,0.02514022215473366,0.4081632653061224,0.28653295128939826,0.26881720430107525,-0.03648657910340414,0.4629629629629629,0.3058103975535168,0.3048780487804878,0.07365140929696756
2016/2017,2016-10-31,Puebla,Leon,2,2,0,football-data,3.08,3.6,2.37,3.15,3.6,2.46,2.91,3.33,2.31,0.3246753246753247,0.2777777777777778,0.42194092827004215,0.0243940307231445,0.31746031746031744,0.2777777777777778,0.4065040650406504,0.0017421602787455193,0.3436426116838488,0.3003003003003003,0.4329004329004329,0.076843344884582
2016/2017,2016-11-05,Cruz Azul,Pachuca,2,1,1,football-data,3.01,3.58,2.42,3.02,3.58,2.61,2.82,3.32,2.39,0.33222591362126247,0.27932960893854747,0.4132231404958678,0.024778663055677663,0.33112582781456956,0.27932960893854747,0.3831417624521073,-0.0064028007947757315,0.3546099290780142,0.30120481927710846,0.41841004184100417,0.07422479019612682
2016/2017,2016-11-05,Queretaro,Toluca,2,3,-1,football-data,3.02,3.29,2.56,3.02,3.3,2.66,2.78,3.18,2.49,0.33112582781456956,0.303951367781155,0.390625,0.02570219559572462,0.33112582781456956,0.30303030303030304,0.37593984962406013,0.010095980468932897,0.3597122302158274,0.31446540880503143,0.4016064257028112,0.07578406472367005
2016/2017,2016-11-05,Tijuana,Tigres UANL,0,1,-1,football-data,2.91,3.16,2.74,3.0,3.2,2.81,2.79,3.02,2.59,0.3436426116838488,0.3164556962025316,0.36496350364963503,0.0250618115360155,0.3333333333333333,0.3125,0.35587188612099646,0.001705219454329665,0.35842293906810035,0.33112582781456956,0.3861003861003861,0.07564915298305586
2016/2017,2016-11-06,Atlas,America,1,1,0,football-data,3.29,3.53,2.28,3.29,3.62,2.38,3.09,3.26,2.24,0.303951367781155,0.28328611898017,0.4385964912280702,0.02583397798939524,0.303951367781155,0.27624309392265195,0.42016806722689076,0.0003625289306976587,0.3236245954692557,0.3067484662576687,0.4464285714285714,0.07680163315549571
2016/2017,2016-11-06,Leon,Guadalajara,1,1,0,football-data,2.19,3.42,3.61,2.19,3.5,3.86,2.09,3.32,3.36,0.4566210045662101,0.29239766081871343,0.2770083102493075,0.026026975634231064,0.4566210045662101,0.2857142857142857,0.2590673575129534,0.0014026477934492299,0.47846889952153115,0.30120481927710846,0.2976190476190476,0.07729276641768723
2016/2017,2016-11-06,Monterrey,Veracruz,4,0,1,football-data,1.26,6.69,12.3,1.3,6.69,12.3,1.24,5.88,10.15,0.7936507936507936,0.14947683109118085,0.08130081300813008,0.024428437750104504,0.7692307692307692,0.14947683109118085,0.08130081300813008,8.413330080170311e-06,0.8064516129032259,0.17006802721088435,0.09852216748768472,0.07504180760179491
2016/2017,2016-11-06,Necaxa,Puebla,3,1,1,football-data,1.93,3.56,4.42,1.93,3.75,4.54,1.84,3.48,4.12,0.5181347150259068,0.2808988764044944,0.22624434389140272,0.025277935321804,0.5181347150259068,0.26666666666666666,0.22026431718061673,0.005065698873190083,0.5434782608695652,0.28735632183908044,0.24271844660194175,0.07355302931058727
2016/2017,2016-11-06,Pumas UNAM,Morelia,1,1,0,football-data,1.63,4.24,5.69,1.69,4.25,5.69,1.61,3.96,5.0,0.6134969325153374,0.23584905660377356,0.17574692442882248,0.025092913547933415,0.591715976331361,0.23529411764705882,0.17574692442882248,0.0027570184072422954,0.6211180124223602,0.25252525252525254,0.2,0.07364326494761264
2016/2017,2016-11-07,Santos Laguna,Chiapas,2,0,1,football-data,1.48,4.69,7.31,1.73,4.69,7.5,1.48,4.18,6.33,0.6756756756756757,0.21321961620469082,0.13679890560875513,0.025694197489121606,0.5780346820809249,0.21321961620469082,0.13333333333333333,-0.07541236838105103,0.6756756756756757,0.23923444976076558,0.1579778830963665,0.07288800853280764
